hotels_id,check_in,check_out,Room Name,Rate Name,Number of Guests,Cancellation Policy,Price,Currency,Top Deal
18482,2024-06-25,2024-06-26,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 24, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",604.10,AUD,False
18482,2024-06-25,2024-06-26,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 24, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",661.63,AUD,False
18482,2024-06-25,2024-06-26,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 24, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",546.57,AUD,False
18482,2024-06-25,2024-06-26,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 24, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",604.10,AUD,False
18482,2024-06-25,2024-06-26,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 24, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",738.35,AUD,False
18482,2024-06-25,2024-06-26,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 24, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",795.88,AUD,False
18482,2024-06-26,2024-06-27,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 15, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",543.67,AUD,False
18482,2024-06-26,2024-06-27,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 15, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",543.69,AUD,False
18482,2024-06-26,2024-06-27,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 25, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",604.10,AUD,False
18482,2024-06-26,2024-06-27,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 25, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",661.63,AUD,False
18482,2024-06-26,2024-06-27,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 15, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",491.90,AUD,False
18482,2024-06-26,2024-06-27,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 15, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",491.92,AUD,False
18482,2024-06-26,2024-06-27,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 25, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",546.57,AUD,False
18482,2024-06-26,2024-06-27,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 25, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",604.10,AUD,False
18482,2024-06-27,2024-06-28,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 16, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",543.67,AUD,False
18482,2024-06-27,2024-06-28,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 16, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",543.69,AUD,False
18482,2024-06-27,2024-06-28,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 26, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",604.10,AUD,False
18482,2024-06-27,2024-06-28,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 26, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",661.63,AUD,False
18482,2024-06-27,2024-06-28,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 16, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",491.90,AUD,False
18482,2024-06-27,2024-06-28,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 16, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",491.92,AUD,False
18482,2024-06-27,2024-06-28,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 26, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",546.57,AUD,False
18482,2024-06-27,2024-06-28,Deluxe Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 26, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",604.10,AUD,False
18482,2024-06-27,2024-06-28,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 16, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",664.49,AUD,False
18482,2024-06-27,2024-06-28,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 16, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",664.52,AUD,False
18482,2024-06-27,2024-06-28,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 26, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",738.35,AUD,False
18482,2024-06-27,2024-06-28,"Triple Room, 1 Double Bed",,3,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 26, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",795.88,AUD,False
18482,2024-06-28,2024-06-29,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 17, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",543.67,AUD,False
18482,2024-06-28,2024-06-29,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 17, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",543.69,AUD,False
18482,2024-06-28,2024-06-29,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 27, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",604.10,AUD,False
18482,2024-06-28,2024-06-29,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 27, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",661.63,AUD,False
18482,2024-06-28,2024-06-29,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 17, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",457.37,AUD,False
18482,2024-06-28,2024-06-29,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 17, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",457.39,AUD,False
18482,2024-06-28,2024-06-29,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 27, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",508.22,AUD,False
18482,2024-06-28,2024-06-29,Deluxe Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 27, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",565.75,AUD,False
18482,2024-06-28,2024-06-29,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 17, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",415.96,AUD,False
18482,2024-06-28,2024-06-29,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 17, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",415.97,AUD,False
18482,2024-06-28,2024-06-29,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 27, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",462.20,AUD,False
18482,2024-06-28,2024-06-29,Double Room (Compact),,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 27, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",519.72,AUD,False
18482,2024-06-29,2024-06-30,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 18, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",585.12,AUD,False
18482,2024-06-29,2024-06-30,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 18, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",642.65,AUD,False
18482,2024-06-29,2024-06-30,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 28, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",650.12,AUD,False
18482,2024-06-29,2024-06-30,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 28, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",707.66,AUD,False
18482,2024-06-30,2024-07-01,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 19, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",434.95,AUD,True
18482,2024-06-30,2024-07-01,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 19, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",434.96,AUD,True
18482,2024-06-30,2024-07-01,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 29, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",483.28,AUD,True
18482,2024-06-30,2024-07-01,Club Double Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 29, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",535.07,AUD,True
18482,2024-07-01,2024-07-02,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 20, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",450.48,AUD,True
18482,2024-07-01,2024-07-02,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 23:00 (GMT+01:00) on May 20, 2024 are subject to a 100% cost of stay penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",450.49,AUD,True
18482,2024-07-01,2024-07-02,Club Twin Room,,2,"This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Jun 30, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.",500.55,AUD,True
